시도,시군구,읍면동,피해유형,피해인구,피해시작일,피해종료일
강원도,인제군,남면,운반급수,11,2015-02-10,2015-02-22
경기도,가평군,설악면,운반급수,36,2015-02-12,2015-03-17
경기도,가평군,북면,운반급수,45,2015-02-16,2015-06-04
경상북도,안동시,임동면,운반급수,25,2015-02-16,2015-02-16
강원도,양구군,양구읍,제한급수,65,2015-02-20,2015-06-26
인천광역시,중구,용유동,운반급수,130,2015-03-02,2015-11-17
강원도,원주시,신림면,운반급수,30,2015-03-02,2015-04-03
강원도,원주시,소초면,운반급수,97,2015-03-02,2015-04-03
경기도,가평군,청평면,운반급수,110,2015-03-09,2015-06-06
강원도,양구군,남면,제한급수,25,2015-03-10,2015-06-26
인천광역시,강화군,양사면,제한급수,225,2015-03-10,2015-09-07
경기도,가평군,상면,운반급수,100,2015-03-15,2015-03-16
인천광역시,강화군,삼산면,제한급수,107,2015-03-20,2015-09-07
경기도,가평군,조종면,운반급수,70,2015-03-26,2015-07-07
인천광역시,강화군,서도면,운반급수,58,2015-03-30,2015-07-13
강원도,횡성군,청일면,운반급수,60,2015-04-30,2015-06-26
충청북도,단양군,어상천면,운반급수,7,2015-05-02,2015-06-08
인천광역시,강화군,강화읍,제한급수,75,2015-05-11,2015-07-27
인천광역시,강화군,화도면,제한급수,125,2015-05-15,2015-07-13
인천광역시,강화군,내가면,제한급수,275,2015-05-15,2016-02-18
인천광역시,강화군,화도면,제한급수,100,2015-05-15,2015-07-13
인천광역시,강화군,화도면,제한급수,120,2015-05-18,2015-07-13
인천광역시,강화군,불은면,제한급수,40,2015-05-20,2015-07-27
인천광역시,옹진군,북도면,운반급수,330,2015-05-20,2015-09-18
인천광역시,옹진군,북도면,운반급수,220,2015-05-20,2015-05-20
인천광역시,옹진군,북도면,운반급수,169,2015-05-20,2015-09-07
경상북도,울진군,금강송면,운반급수,18,2015-05-22,2015-06-26
인천광역시,강화군,양도면,제한급수,37,2015-05-22,2015-07-13
충청북도,영동군,양산면,운반급수,12,2015-05-23,2015-06-26
충청북도,충주시,금가면,운반급수,171,2015-05-24,2015-06-26
강원도,삼척시,가곡면,운반급수,60,2015-05-26,2015-06-26
강원도,삼척시,미로면,운반급수,65,2015-05-26,2015-06-26
강원도,동해시,망상동,운반급수,160,2015-05-27,2015-06-26
강원도,강릉시,구정면,제한급수,193,2015-05-29,2015-06-25
충청북도,충주시,동량면,운반급수,65,2015-05-29,2015-06-26
경상북도,봉화군,재산면,운반급수,40,2015-05-30,2015-06-22
강원도,정선군,임계면,운반급수,24,2015-05-30,2015-06-26
강원도,강릉시,옥계면,제한급수,7,2015-06-01,2015-06-16
강원도,강릉시,강동면,제한급수,46,2015-06-01,2015-06-16
경상북도,울진군,울진읍,제한급수,50,2015-06-01,2015-06-26
강원도,춘천시,남산면,운반급수,100,2015-06-01,2015-06-26
강원도,춘천시,서면,운반급수,18,2015-06-01,2015-06-26
경상북도,울진군,매화면,제한급수,28,2015-06-01,2015-06-09
인천광역시,강화군,송해면,제한급수,67,2015-06-01,2015-09-18
강원도,강릉시,연곡면,제한급수,52,2015-06-01,2015-06-25
경기도,가평군,설악면,운반급수,50,2015-06-01,2015-07-07
강원도,화천군,상서면,운반급수,210,2015-06-01,2015-07-12
경기도,가평군,청평면,운반급수,20,2015-06-01,2015-07-07
경상북도,울진군,울진읍,제한급수,12,2015-06-01,2015-06-26
전라북도,무주군,부남면,운반급수,77,2015-06-01,2015-06-02
강원도,화천군,하남면,운반급수,35,2015-06-01,2015-07-12
강원도,삼척시,미로면,운반급수,182,2015-06-02,2015-06-26
강원도,인제군,남면,운반급수,10,2015-06-02,2015-10-19
인천광역시,강화군,송해면,제한급수,150,2015-06-03,2015-07-27
인천광역시,강화군,송해면,제한급수,135,2015-06-03,2015-07-27
인천광역시,강화군,하점면,제한급수,200,2015-06-03,2015-07-27
인천광역시,옹진군,연평면,운반급수,1361,2015-06-04,2015-11-04
경상북도,울진군,북면,제한급수,54,2015-06-04,2015-06-26
경상북도,울진군,기성면,제한급수,62,2015-06-04,2015-06-26
경상북도,울진군,금강송면,제한급수,33,2015-06-04,2015-06-26
충청북도,단양군,가곡면,운반급수,10,2015-06-04,2015-06-22
경상북도,울진군,기성면,제한급수,10,2015-06-04,2015-06-26
경상북도,울진군,북면,제한급수,69,2015-06-04,2015-06-26
경상북도,울진군,기성면,제한급수,17,2015-06-04,2015-06-26
충청북도,단양군,영춘면,운반급수,23,2015-06-05,2015-06-26
경상북도,봉화군,석포면,운반급수,21,2015-06-06,2015-06-21
강원도,영월군,김삿갓면,운반급수,25,2015-06-07,2015-06-26
강원도,평창군,평창읍,운반급수,110,2015-06-09,2015-06-26
경상북도,울진군,기성면,운반급수,17,2015-06-09,2015-06-26
강원도,평창군,미탄면,운반급수,24,2015-06-09,2015-06-26
강원도,평창군,대화면,운반급수,60,2015-06-09,2015-06-26
전라북도,무주군,적상면,운반급수,55,2015-06-10,2015-06-25
인천광역시,강화군,화도면,제한급수,200,2015-06-11,2015-07-13
인천광역시,강화군,양도면,제한급수,125,2015-06-11,2015-07-13
인천광역시,강화군,양도면,제한급수,105,2015-06-11,2015-07-13
인천광역시,강화군,내가면,제한급수,100,2015-06-11,2015-07-27
인천광역시,강화군,양도면,제한급수,200,2015-06-11,2015-07-13
경상북도,봉화군,명호면,운반급수,18,2015-06-11,2015-06-22
인천광역시,강화군,양도면,제한급수,130,2015-06-11,2015-07-13
경기도,가평군,청평면,운반급수,174,2015-06-12,2015-07-06
전라북도,임실군,강진면,운반급수,24,2015-06-12,2015-06-15
충청북도,충주시,수안보면,운반급수,60,2015-06-13,2015-06-26
경상북도,봉화군,명호면,운반급수,10,2015-06-14,2015-06-26
경상북도,봉화군,명호면,운반급수,20,2015-06-14,2015-06-26
강원도,인제군,기린면,운반급수,53,2015-06-15,2015-06-26
강원도,정선군,임계면,운반급수,30,2015-06-15,2015-06-26
충청북도,영동군,학산면,운반급수,66,2015-06-15,2015-06-26
충청북도,영동군,상촌면,운반급수,62,2015-06-15,2015-06-26
강원도,정선군,임계면,운반급수,32,2015-06-15,2015-06-26
경상북도,봉화군,재산면,운반급수,22,2015-06-15,2015-06-22
강원도,정선군,임계면,운반급수,81,2015-06-15,2015-06-26
충청북도,제천시,청풍면,운반급수,41,2015-06-15,2015-06-26
강원도,삼척시,신기면,운반급수,199,2015-06-15,2015-06-26
경상북도,울진군,북면,운반급수,484,2015-06-15,2015-06-26
충청북도,제천시,금성면,운반급수,50,2015-06-15,2015-06-26
충청북도,단양군,영춘면,운반급수,4,2015-06-16,2015-06-16
강원도,평창군,진부면,운반급수,97,2015-06-16,2015-06-26
강원도,속초시,동명동,제한급수,3691,2015-06-17,2015-06-26
강원도,속초시,조양동,제한급수,23996,2015-06-17,2015-06-26
경상북도,울진군,금강송면,제한급수,49,2015-06-17,2015-06-26
경상북도,울진군,금강송면,제한급수,124,2015-06-17,2015-06-26
강원도,속초시,노학동,제한급수,23541,2015-06-17,2015-06-26
경상북도,상주시,화동면,운반급수,20,2015-06-17,2015-06-21
경상북도,울진군,금강송면,제한급수,40,2015-06-17,2015-06-26
강원도,속초시,영랑동,제한급수,5336,2015-06-17,2015-06-26
강원도,속초시,금호동,제한급수,7417,2015-06-17,2015-06-26
강원도,속초시,교동,제한급수,11161,2015-06-17,2015-06-26
강원도,속초시,청호동,제한급수,3941,2015-06-17,2015-06-26
강원도,속초시,대포동,제한급수,3382,2015-06-17,2015-06-26
전라북도,진안군,진안읍,운반급수,99,2015-06-17,2015-06-20
강원도,정선군,임계면,운반급수,67,2015-06-17,2015-06-26
강원도,인제군,인제읍,운반급수,53,2015-06-17,2015-06-26
경상북도,봉화군,법전면,운반급수,80,2015-06-17,2015-06-26
강원도,횡성군,둔내면,운반급수,124,2015-06-17,2015-06-26
강원도,평창군,미탄면,운반급수,31,2015-06-17,2015-06-26
강원도,평창군,방림면,운반급수,125,2015-06-17,2015-06-26
강원도,평창군,방림면,운반급수,65,2015-06-17,2015-06-26
강원도,정선군,임계면,운반급수,27,2015-06-17,2015-06-26
강원도,인제군,인제읍,운반급수,138,2015-06-17,2015-06-26
강원도,인제군,기린면,운반급수,73,2015-06-17,2015-06-26
강원도,강릉시,강동면,운반급수,193,2015-06-18,2015-06-26
강원도,횡성군,우천면,운반급수,32,2015-06-18,2015-06-26
충청북도,제천시,수산면,운반급수,22,2015-06-18,2015-06-26
경상북도,의성군,금성면,운반급수,89,2015-06-18,2015-06-26
경상북도,안동시,임동면,운반급수,20,2015-06-18,2015-06-26
경상북도,안동시,풍산읍,운반급수,30,2015-06-18,2015-06-22
경상북도,안동시,예안면,운반급수,68,2015-06-18,2015-06-22
경상북도,안동시,도산면,운반급수,15,2015-06-18,2015-06-22
경상북도,상주시,외서면,운반급수,27,2015-06-18,2015-06-21
경상북도,의성군,봉양면,운반급수,179,2015-06-18,2015-06-26
충청북도,단양군,어상천면,운반급수,12,2015-06-18,2015-06-26
경상북도,안동시,와룡면,운반급수,120,2015-06-18,2015-06-26
경상북도,울진군,금강송면,제한급수,10,2015-06-18,2015-06-26
인천광역시,강화군,송해면,제한급수,40,2015-06-18,2015-09-07
경상북도,울진군,기성면,운반급수,24,2015-06-18,2015-06-26
경상북도,안동시,예안면,운반급수,160,2015-06-18,2015-06-22
인천광역시,옹진군,덕적면,운반급수,74,2015-06-19,2016-04-05
충청북도,제천시,송학면,운반급수,22,2015-06-19,2015-06-26
경상북도,울진군,금강송면,제한급수,23,2015-06-19,2015-06-26
경상북도,울진군,북면,제한급수,1072,2015-06-19,2015-06-26
인천광역시,옹진군,덕적면,운반급수,147,2015-06-19,2015-06-19
경상북도,안동시,북후면,운반급수,1,2015-06-19,2015-06-19
인천광역시,옹진군,덕적면,운반급수,28,2015-06-19,2015-07-27
경상북도,청송군,진보면,운반급수,56,2015-06-20,2015-06-26
강원도,삼척시,원덕읍,운반급수,50,2015-06-20,2015-06-26
경상북도,봉화군,소천면,운반급수,18,2015-06-22,2015-06-26
강원도,춘천시,서면,운반급수,88,2015-06-22,2015-06-26
강원도,춘천시,사북면,운반급수,44,2015-06-22,2015-06-26
경기도,광주시,곤지암읍,운반급수,50,2015-06-23,2015-07-15
인천광역시,강화군,양사면,제한급수,125,2015-07-02,2015-09-07
인천광역시,강화군,양사면,제한급수,112,2015-07-02,2015-09-07
인천광역시,강화군,양사면,제한급수,120,2015-07-02,2015-09-07
인천광역시,옹진군,덕적면,운반급수,25,2015-07-03,2015-07-13
강원도,인제군,인제읍,운반급수,32,2015-07-06,2015-07-12
경상북도,안동시,예안면,운반급수,1,2015-07-31,2015-07-31
경상북도,안동시,길안면,운반급수,22,2015-08-03,2015-08-03
경상북도,안동시,임동면,운반급수,13,2015-09-12,2015-09-12
인천광역시,강화군,삼산면,제한급수,125,2015-09-15,2015-10-21
인천광역시,강화군,양사면,운반급수,157,2015-09-15,2015-10-22
충청북도,단양군,가곡면,운반급수,10,2015-09-16,2015-10-02
충청북도,옥천군,안내면,운반급수,28,2015-09-17,2015-10-02
경상북도,안동시,녹전면,운반급수,39,2015-09-18,2015-09-18
충청북도,충주시,수안보면,운반급수,12,2015-09-18,2015-10-02
충청북도,옥천군,안내면,운반급수,24,2015-09-19,2015-10-02
충청북도,단양군,어상천면,운반급수,10,2015-09-21,2015-10-02
강원도,평창군,미탄면,운반급수,30,2015-09-21,2015-10-14
충청북도,청주시상당구,문의면,운반급수,54,2015-09-22,2015-10-02
충청북도,청주시상당구,미원면,운반급수,50,2015-09-23,2015-11-09
충청북도,단양군,적성면,운반급수,12,2015-09-24,2015-10-02
충청북도,단양군,단성면,운반급수,40,2015-09-25,2015-11-09
충청북도,청주시상당구,미원면,운반급수,50,2015-09-26,2015-10-02
충청북도,단양군,가곡면,운반급수,16,2015-09-26,2015-10-01
충청북도,단양군,적성면,운반급수,40,2015-09-26,2015-10-02
충청북도,청주시상당구,낭성면,운반급수,32,2015-09-27,2015-10-02
충청북도,단양군,적성면,운반급수,49,2015-09-27,2015-10-01
충청북도,영동군,심천면,운반급수,40,2015-09-27,2015-10-01
충청북도,영동군,영동읍,운반급수,50,2015-09-27,2015-10-01
충청북도,괴산군,문광면,제한급수,47,2015-10-07,2015-10-12
충청북도,괴산군,문광면,제한급수,40,2015-10-07,2015-10-12
충청북도,괴산군,문광면,제한급수,70,2015-10-07,2015-10-12
충청북도,괴산군,장연면,제한급수,52,2015-10-07,2015-10-12
강원도,영월군,한반도면,운반급수,58,2015-10-08,2015-11-09
강원도,춘천시,서면,운반급수,60,2015-10-08,2015-10-19
경상북도,예천군,용문면,제한급수,93,2015-10-10,2016-07-08
경상북도,예천군,은풍면,운반급수,43,2015-10-10,2016-07-08
강원도,정선군,남면,운반급수,45,2015-10-14,2015-10-19
경상북도,봉화군,재산면,운반급수,40,2015-10-14,2015-11-06
강원도,영월군,주천면,운반급수,20,2015-10-19,2015-11-09
강원도,영월군,주천면,운반급수,10,2015-10-19,2015-11-09
강원도,영월군,중동면,운반급수,5,2015-10-19,2015-11-09
경기도,안성시,금광면,제한급수,65,2015-10-20,2016-02-22
충청남도,보령시,미산면,제한급수,80,2015-10-22,2015-11-16
경상북도,안동시,와룡면,운반급수,68,2015-10-31,2015-10-31
전라남도,신안군,팔금면,제한급수,1109,2015-11-01,2015-12-31
전라남도,신안군,안좌면,제한급수,2971,2015-11-01,2015-12-31
전라남도,신안군,임자면,제한급수,3316,2015-11-02,2015-12-31
경상북도,안동시,와룡면,운반급수,8,2015-11-03,2015-11-03
전라남도,신안군,비금면,제한급수,3694,2015-12-14,2015-12-31
전라남도,고흥군,봉래면,제한급수,32,2016-01-01,2016-12-31
전라남도,고흥군,봉래면,제한급수,139,2016-01-01,2016-12-31
전라남도,고흥군,봉래면,제한급수,48,2016-01-01,2016-12-31
전라남도,신안군,임자면,제한급수,3316,2016-01-01,2016-04-27
전라남도,신안군,비금면,제한급수,3694,2016-01-01,2016-04-29
전라남도,신안군,안좌면,제한급수,2971,2016-01-01,2016-05-04
전라남도,신안군,팔금면,제한급수,1109,2016-01-01,2016-05-04
인천광역시,옹진군,덕적면,운반급수,31,2016-01-14,2016-12-05
인천광역시,옹진군,자월면,운반급수,71,2016-01-20,2016-01-20
강원도,춘천시,서면,운반급수,60,2016-01-20,2016-06-12
경기도,광주시,퇴촌면,운반급수,57,2016-01-22,2016-12-21
경기도,광주시,퇴촌면,운반급수,83,2016-01-23,2016-12-13
충청북도,단양군,영춘면,운반급수,23,2016-01-25,2016-02-22
경기도,광주시,남종면,운반급수,185,2016-01-25,2016-01-25
경상북도,안동시,예안면,운반급수,30,2016-01-25,2016-01-25
경상북도,청송군,청송읍,운반급수,96,2016-01-26,2016-01-27
경상북도,의성군,사곡면,운반급수,58,2016-01-26,2016-01-28
충청북도,제천시,수산면,운반급수,20,2016-01-26,2016-11-11
충청북도,충주시,동량면,운반급수,44,2016-01-26,2016-01-27
강원도,홍천군,화촌면,운반급수,12,2016-01-26,2016-01-27
강원도,홍천군,내촌면,운반급수,6,2016-01-29,2016-01-29
경상북도,의성군,비안면,운반급수,22,2016-02-01,2016-02-04
강원도,홍천군,남면,운반급수,5,2016-02-01,2016-02-01
경기도,광주시,퇴촌면,운반급수,59,2016-02-01,2016-09-29
인천광역시,강화군,양사면,제한급수,120,2016-02-02,2016-02-28
강원도,홍천군,홍천읍,운반급수,9,2016-02-03,2016-02-03
충청북도,제천시,수산면,운반급수,20,2016-02-04,2016-09-08
강원도,홍천군,화촌면,운반급수,3,2016-02-05,2016-02-05
강원도,홍천군,내촌면,운반급수,3,2016-02-05,2016-02-05
충청북도,충주시,신니면,운반급수,47,2016-02-07,2016-04-09
전라남도,여수시,화정면,운반급수,41,2016-02-10,2016-02-10
인천광역시,옹진군,대청면,운반급수,226,2016-02-26,2016-12-05
경기도,광주시,남종면,운반급수,21,2016-03-03,2016-03-03
충청남도,천안시동남구,동면,운반급수,78,2016-03-10,2016-06-20
경기도,하남시,춘궁동,운반급수,4,2016-03-10,2016-05-20
인천광역시,옹진군,북도면,운반급수,123,2016-03-11,2016-08-25
인천광역시,옹진군,북도면,운반급수,330,2016-03-11,2016-03-11
인천광역시,옹진군,연평면,운반급수,126,2016-03-16,2016-12-12
경기도,하남시,천현동,운반급수,4,2016-03-17,2016-04-03
경기도,하남시,천현동,운반급수,5,2016-03-20,2016-04-30
경상북도,의성군,옥산면,운반급수,25,2016-03-20,2016-03-22
경상북도,예천군,용문면,제한급수,71,2016-03-23,2016-06-20
경상북도,안동시,풍산읍,운반급수,12,2016-03-26,2016-03-26
인천광역시,서구,신현원창동,운반급수,37,2016-04-07,2016-09-30
강원도,태백시,삼수동,운반급수,32,2016-04-25,2016-04-25
인천광역시,중구,용유동,운반급수,130,2016-04-30,2016-05-06
인천광역시,옹진군,덕적면,운반급수,165,2016-05-02,2016-05-02
인천광역시,옹진군,덕적면,운반급수,164,2016-05-02,2016-05-02
충청남도,홍성군,서부면,제한급수,80,2016-05-03,2016-06-10
충청북도,충주시,동량면,운반급수,75,2016-05-04,2016-06-13
충청북도,충주시,교현·안림동,운반급수,11,2016-05-11,2016-06-25
경상북도,안동시,풍천면,운반급수,1,2016-05-20,2016-05-20
경상북도,청송군,청송읍,운반급수,28,2016-05-23,2016-05-24
강원도,춘천시,서면,운반급수,190,2016-05-23,2016-06-05
강원도,횡성군,청일면,운반급수,5,2016-05-25,2016-05-26
강원도,영월군,김삿갓면,운반급수,86,2016-05-25,2016-05-26
강원도,영월군,북면,운반급수,44,2016-05-25,2016-05-26
강원도,영월군,북면,운반급수,31,2016-05-25,2016-05-26
강원도,화천군,간동면,운반급수,20,2016-05-29,2016-05-29
경상북도,경주시,건천읍,제한급수,61,2016-05-30,2016-08-30
경상북도,경주시,양남면,운반급수,42,2016-05-30,2016-08-30
경상북도,경주시,산내면,운반급수,46,2016-05-30,2016-08-30
경상북도,경주시,내남면,운반급수,169,2016-05-30,2016-08-30
강원도,화천군,하남면,운반급수,165,2016-05-30,2016-05-30
경상북도,경주시,내남면,제한급수,108,2016-05-30,2016-08-30
경상북도,경주시,산내면,운반급수,119,2016-05-30,2016-08-30
경상북도,경주시,양남면,운반급수,64,2016-05-30,2016-08-30
강원도,영월군,남면,운반급수,8,2016-05-31,2016-06-05
강원도,영월군,중동면,운반급수,9,2016-05-31,2016-06-05
경기도,가평군,상면,운반급수,120,2016-06-03,2016-06-03
경상북도,안동시,와룡면,운반급수,120,2016-06-08,2016-10-04
인천광역시,옹진군,덕적면,운반급수,147,2016-06-13,2016-06-13
인천광역시,옹진군,대청면,운반급수,224,2016-06-13,2016-06-13
강원도,홍천군,동면,운반급수,22,2016-06-14,2016-06-14
충청북도,제천시,청풍면,운반급수,15,2016-06-15,2016-06-23
경기도,가평군,가평읍,운반급수,50,2016-06-17,2016-11-11
전라북도,장수군,장계면,운반급수,186,2016-06-20,2016-07-15
경기도,광주시,남종면,운반급수,49,2016-06-24,2016-06-24
강원도,태백시,장성동,운반급수,17,2016-06-27,2016-07-04
인천광역시,옹진군,덕적면,운반급수,28,2016-06-30,2016-09-30
경상북도,영덕군,강구면,운반급수,37,2016-07-01,2016-08-31
전라북도,완주군,비봉면,운반급수,35,2016-07-10,2016-07-10
경기도,가평군,북면,운반급수,70,2016-07-11,2016-07-11
경상북도,안동시,임동면,운반급수,1,2016-07-13,2016-07-13
전라북도,완주군,동상면,운반급수,51,2016-07-25,2016-07-29
충청남도,금산군,부리면,운반급수,40,2016-07-26,2016-08-02
경상북도,포항시남구,오천읍,운반급수,44,2016-07-28,2016-09-26
전라북도,완주군,비봉면,운반급수,72,2016-07-29,2016-07-29
전라북도,진안군,부귀면,운반급수,58,2016-08-02,2016-08-04
전라북도,완주군,비봉면,운반급수,46,2016-08-05,2016-08-20
전라북도,완주군,상관면,운반급수,219,2016-08-07,2016-08-10
강원도,태백시,삼수동,운반급수,58,2016-08-08,2016-08-09
전라북도,완주군,비봉면,운반급수,42,2016-08-08,2016-08-16
인천광역시,옹진군,연평면,운반급수,387,2016-08-10,2016-11-23
인천광역시,옹진군,자월면,운반급수,169,2016-08-10,2016-08-23
전라남도,여수시,율촌면,운반급수,176,2016-08-10,2016-08-31
인천광역시,옹진군,덕적면,운반급수,56,2016-08-15,2016-08-15
전라북도,완주군,구이면,운반급수,61,2016-08-16,2016-08-16
충청북도,보은군,속리산면,운반급수,21,2016-08-17,2016-08-31
경상북도,안동시,와룡면,운반급수,63,2016-08-17,2016-10-04
전라북도,완주군,고산면,운반급수,51,2016-08-17,2016-09-13
전라북도,완주군,운주면,운반급수,34,2016-08-17,2016-09-14
전라북도,완주군,고산면,운반급수,65,2016-08-18,2016-08-18
경상북도,안동시,와룡면,운반급수,50,2016-08-19,2016-10-04
경상북도,안동시,예안면,운반급수,100,2016-08-19,2016-10-04
전라남도,강진군,성전면,운반급수,62,2016-08-19,2016-08-21
경상북도,안동시,녹전면,운반급수,30,2016-08-19,2016-10-04
전라남도,장흥군,용산면,운반급수,20,2016-08-20,2016-09-04
전라남도,장흥군,용산면,운반급수,20,2016-08-20,2016-09-04
경상북도,의성군,신평면,운반급수,20,2016-08-21,2016-08-22
경기도,가평군,가평읍,운반급수,119,2016-08-22,2016-08-22
경기도,가평군,청평면,운반급수,50,2016-08-22,2016-12-21
충청남도,금산군,남일면,운반급수,30,2016-08-22,2016-08-24
전라북도,완주군,경천면,운반급수,106,2016-08-23,2016-09-09
경상북도,상주시,모서면,운반급수,23,2016-08-23,2016-08-25
경상북도,안동시,임동면,운반급수,40,2016-08-24,2016-08-24
전라남도,고흥군,남양면,제한급수,64,2016-08-25,2016-08-28
전라남도,고흥군,도덕면,제한급수,86,2016-08-25,2016-08-28
전라남도,고흥군,포두면,제한급수,137,2016-08-25,2016-08-28
전라남도,고흥군,두원면,제한급수,81,2016-08-25,2016-08-28
전라남도,고흥군,남양면,제한급수,224,2016-08-25,2016-08-28
전라남도,고흥군,포두면,제한급수,465,2016-08-25,2016-08-28
전라북도,완주군,구이면,운반급수,93,2016-09-06,2016-09-12
전라북도,완주군,구이면,운반급수,58,2016-09-08,2016-09-08
경기도,가평군,상면,운반급수,200,2016-09-09,2016-09-09
