시도,시군구,읍면동,피해유형,피해인구,피해시작일,피해종료일
경기도,가평군,북면,운반급수,10,2019-01-29,2019-03-26
충청북도,제천시,백운면,운반급수,98,2019-01-31,2019-01-31
인천광역시,옹진군,자월면,운반급수,181,2019-01-31,
인천광역시,옹진군,덕적면,운반급수,158,2019-01-31,
인천광역시,옹진군,덕적면,운반급수,72,2019-01-31,
전라북도,완주군,비봉면,운반급수,94,2019-02-01,2019-02-01
경기도,가평군,북면,운반급수,21,2019-02-01,2019-03-13
충청남도,천안시서북구,입장면,운반급수,30,2019-02-01,2019-02-28
충청북도,제천시,덕산면,운반급수,123,2019-02-01,2019-02-01
충청북도,제천시,덕산면,운반급수,44,2019-02-01,2019-02-01
충청북도,제천시,금성면,운반급수,30,2019-02-01,2019-02-01
충청남도,서천군,마서면,운반급수,97,2019-02-02,2019-02-02
충청남도,서천군,판교면,운반급수,32,2019-02-02,2019-02-03
전라북도,완주군,경천면,운반급수,131,2019-02-04,2019-02-04
경기도,가평군,상면,운반급수,148,2019-02-04,2019-02-07
충청남도,부여군,외산면,운반급수,1319,2019-02-05,2019-02-05
충청북도,제천시,금성면,운반급수,30,2019-02-07,2019-02-07
충청북도,제천시,백운면,운반급수,98,2019-02-07,2019-09-04
강원도,태백시,삼수동,운반급수,4,2019-02-11,2019-03-05
전라남도,진도군,조도면,운반급수,104,2019-02-12,
충청남도,천안시서북구,입장면,운반급수,0,2019-02-13,2019-04-10
충청북도,충주시,중앙탑면,운반급수,108,2019-02-18,2019-02-23
전라북도,군산시,옥도면,운반급수,331,2019-02-25,2019-02-25
인천광역시,옹진군,덕적면,제한운반,109,2019-02-25,2019-07-09
경기도,가평군,설악면,운반급수,100,2019-02-27,2019-11-11
충청남도,서천군,종천면,운반급수,137,2019-03-02,2019-03-02
강원도,태백시,구문소동,운반급수,4,2019-03-05,2019-03-05
충청남도,천안시동남구,수신면,운반급수,0,2019-03-06,2019-03-06
충청북도,충주시,소태면,운반급수,44,2019-03-07,2019-03-07
인천광역시,옹진군,북도면,운반급수,180,2019-03-14,
인천광역시,옹진군,북도면,운반급수,212,2019-03-14,
경기도,가평군,상면,운반급수,90,2019-03-18,2019-07-09
인천광역시,옹진군,덕적면,운반급수,26,2019-03-18,
인천광역시,옹진군,덕적면,운반급수,32,2019-03-18,
충청북도,충주시,대소원면,운반급수,80,2019-03-23,2019-03-23
인천광역시,옹진군,북도면,운반급수,108,2019-03-26,
전라북도,무주군,적상면,운반급수,15,2019-03-27,2019-03-27
충청북도,제천시,한수면,운반급수,24,2019-03-27,2019-03-27
전라북도,전주시완산구,중화산2동,운반급수,50,2019-03-28,2019-03-28
경기도,가평군,상면,운반급수,150,2019-03-31,2019-04-01
충청남도,천안시서북구,입장면,운반급수,50,2019-04-01,2019-04-24
충청북도,충주시,중앙탑면,운반급수,108,2019-04-01,2019-04-01
전라북도,전주시완산구,삼천3동,운반급수,200,2019-04-01,2019-04-01
전라북도,완주군,소양면,운반급수,4,2019-04-01,2019-04-01
충청남도,천안시서북구,입장면,운반급수,0,2019-04-02,2019-04-02
전라북도,전주시완산구,삼천3동,운반급수,200,2019-04-02,2019-04-02
경상북도,의성군,옥산면,운반급수,21,2019-04-03,2019-04-03
충청북도,충주시,앙성면,운반급수,87,2019-04-04,2019-04-04
전라북도,완주군,화산면,운반급수,83,2019-04-09,2019-04-10
전라북도,완주군,용진읍,운반급수,5652,2019-04-09,2019-04-11
인천광역시,옹진군,연평면,운반급수,122,2019-04-09,
전라북도,완주군,경천면,운반급수,120,2019-04-09,2019-04-11
전라북도,완주군,경천면,운반급수,120,2019-04-09,2019-04-09
인천광역시,옹진군,북도면,운반급수,156,2019-04-10,
인천광역시,옹진군,북도면,운반급수,101,2019-04-10,
전라북도,완주군,운주면,운반급수,76,2019-04-10,2019-04-10
강원도,인제군,남면,운반급수,75,2019-04-10,2019-04-10
인천광역시,옹진군,북도면,운반급수,99,2019-04-10,
전라북도,완주군,화산면,운반급수,83,2019-04-10,2019-04-10
전라북도,무주군,부남면,운반급수,137,2019-04-12,2019-04-12
경기도,가평군,상면,운반급수,160,2019-04-12,2019-04-12
경상북도,의성군,춘산면,운반급수,27,2019-04-18,2019-04-18
경기도,가평군,청평면,운반급수,112,2019-04-20,2019-04-27
전라북도,완주군,운주면,운반급수,78,2019-04-22,2019-04-22
강원도,평창군,진부면,운반급수,183,2019-04-22,2019-04-23
인천광역시,옹진군,자월면,운반급수,42,2019-04-30,
인천광역시,중구,용유동,제한운반,139,2019-05-01,
인천광역시,중구,용유동,제한운반,150,2019-05-01,
인천광역시,중구,용유동,운반급수,130,2019-05-01,2019-12-31
전라남도,여수시,삼산면,제한운반,150,2019-05-01,2019-05-19
강원도,횡성군,공근면,운반급수,170,2019-05-03,2019-05-03
강원도,횡성군,공근면,운반급수,2444,2019-05-10,2019-07-01
충청북도,충주시,교현·안림동,운반급수,85,2019-05-13,2019-05-13
경기도,가평군,청평면,운반급수,74,2019-05-14,2019-10-25
전라북도,전주시완산구,삼천1동,운반급수,500,2019-05-16,2019-05-16
충청북도,충주시,소태면,운반급수,80,2019-05-17,2019-05-17
경기도,가평군,청평면,운반급수,20,2019-05-17,2019-07-25
전라북도,전주시완산구,중화산1동,운반급수,500,2019-05-21,2019-05-21
경기도,광주시,퇴촌면,운반급수,59,2019-05-22,2019-07-25
충청남도,천안시동남구,풍세면,운반급수,120,2019-05-22,2019-05-27
경기도,광주시,남종면,운반급수,53,2019-05-23,2019-05-24
경기도,오산시,중앙동,운반급수,3000,2019-05-24,2019-05-24
경기도,오산시,중앙동,운반급수,3000,2019-05-24,2019-05-24
경기도,오산시,중앙동,운반급수,3000,2019-05-24,2019-05-24
경기도,오산시,중앙동,운반급수,3000,2019-05-24,2019-05-24
전라북도,전주시완산구,중화산1동,운반급수,1000,2019-05-24,2019-05-24
전라북도,전주시완산구,효자1동,운반급수,500,2019-05-24,2019-05-24
충청북도,충주시,소태면,운반급수,80,2019-05-25,2019-05-25
경기도,가평군,설악면,운반급수,62,2019-05-26,2019-07-06
경상북도,의성군,다인면,운반급수,4018,2019-05-29,2019-05-29
강원도,화천군,하남면,운반급수,165,2019-06-01,2019-06-02
충청남도,천안시동남구,풍세면,운반급수,300,2019-06-01,2019-06-10
충청남도,천안시서북구,입장면,운반급수,20,2019-06-01,2019-06-30
강원도,화천군,상서면,운반급수,86,2019-06-03,2019-06-07
강원도,화천군,하남면,운반급수,35,2019-06-03,2019-06-07
강원도,인제군,상남면,운반급수,250,2019-06-04,2019-06-06
강원도,인제군,남면,운반급수,50,2019-06-04,2019-06-06
강원도,인제군,인제읍,운반급수,40,2019-06-04,2019-06-04
경기도,가평군,청평면,운반급수,100,2019-06-04,2019-06-27
충청북도,충주시,대소원면,운반급수,22,2019-06-04,2019-06-04
강원도,인제군,인제읍,운반급수,120,2019-06-04,2019-06-06
충청북도,제천시,봉양읍,운반급수,100,2019-06-13,2019-07-09
강원도,횡성군,둔내면,운반급수,25,2019-06-14,2019-06-14
경상북도,의성군,단밀면,운반급수,40,2019-06-16,2019-06-16
충청북도,제천시,봉양읍,운반급수,20,2019-06-18,2019-06-18
충청북도,충주시,교현·안림동,운반급수,85,2019-06-20,2019-07-20
충청북도,제천시,송학면,운반급수,152,2019-06-21,2019-10-01
경기도,포천시,화현면,운반급수,162,2019-06-25,2020-01-15
충청남도,천안시서북구,입장면,운반급수,5,2019-06-26,2019-06-30
충청남도,천안시동남구,병천면,운반급수,15,2019-06-28,2019-06-30
충청북도,충주시,동량면,운반급수,78,2019-06-28,2019-07-03
충청북도,충주시,엄정면,운반급수,15,2019-06-28,2019-08-16
충청북도,충주시,앙성면,운반급수,80,2019-07-01,2019-07-04
인천광역시,중구,용유동,운반급수,25,2019-07-01,2019-08-31
충청남도,천안시서북구,입장면,운반급수,10,2019-07-01,2019-07-31
충청남도,천안시동남구,광덕면,운반급수,12,2019-07-01,2019-07-31
경기도,가평군,설악면,운반급수,42,2019-07-01,2019-11-11
충청남도,천안시동남구,동면,운반급수,20,2019-07-01,2019-07-13
충청남도,천안시동남구,수신면,운반급수,3,2019-07-01,2019-07-02
강원도,춘천시,서면,운반급수,60,2019-07-02,2019-07-10
강원도,화천군,하남면,운반급수,165,2019-07-02,2019-07-15
강원도,춘천시,사북면,운반급수,66,2019-07-02,2019-07-02
강원도,화천군,간동면,운반급수,60,2019-07-02,2019-07-12
강원도,횡성군,공근면,운반급수,170,2019-07-03,2019-07-08
충청북도,제천시,금성면,운반급수,16,2019-07-03,2019-07-03
충청북도,제천시,수산면,운반급수,20,2019-07-03,2019-07-09
강원도,춘천시,사북면,운반급수,52,2019-07-03,2020-04-09
강원도,인제군,서화면,운반급수,42,2019-07-03,2019-07-10
경기도,광주시,곤지암읍,운반급수,71,2019-07-03,2019-07-03
강원도,화천군,상서면,운반급수,90,2019-07-03,2019-07-10
강원도,춘천시,사북면,운반급수,52,2019-07-03,2019-07-10
강원도,춘천시,남산면,운반급수,25,2019-07-03,2019-07-05
경기도,가평군,청평면,운반급수,78,2019-07-04,2019-07-19
충청남도,천안시서북구,입장면,운반급수,5,2019-07-04,2019-07-31
경기도,가평군,청평면,운반급수,150,2019-07-04,2019-07-06
강원도,화천군,사내면,운반급수,10,2019-07-05,2019-07-15
강원도,화천군,상서면,운반급수,86,2019-07-05,2019-07-08
충청북도,제천시,백운면,운반급수,60,2019-07-06,2019-07-12
강원도,춘천시,서면,운반급수,62,2019-07-06,2019-07-06
강원도,화천군,사내면,운반급수,206,2019-07-06,2019-07-14
강원도,화천군,하남면,운반급수,60,2019-07-06,2019-07-07
충청북도,충주시,노은면,운반급수,86,2019-07-06,2019-07-06
강원도,화천군,하남면,운반급수,250,2019-07-06,2019-07-12
경기도,광주시,곤지암읍,운반급수,53,2019-07-06,2019-07-18
강원도,횡성군,갑천면,운반급수,1538,2019-07-06,2019-07-07
강원도,횡성군,갑천면,운반급수,48,2019-07-06,2019-07-09
경기도,가평군,설악면,운반급수,44,2019-07-07,2019-07-08
강원도,춘천시,서면,운반급수,191,2019-07-08,2019-07-18
경기도,광주시,곤지암읍,운반급수,50,2019-07-08,2019-07-08
충청북도,충주시,앙성면,운반급수,80,2019-07-08,2019-07-08
강원도,원주시,소초면,운반급수,15,2019-07-08,2019-07-08
인천광역시,옹진군,자월면,운반급수,365,2019-07-08,
충청남도,천안시동남구,병천면,운반급수,14,2019-07-08,2019-07-14
인천광역시,옹진군,자월면,운반급수,92,2019-07-08,
경기도,광주시,곤지암읍,운반급수,14,2019-07-08,2019-07-12
강원도,화천군,간동면,운반급수,250,2019-07-09,2019-07-09
인천광역시,강화군,양도면,운반급수,200,2019-07-09,2019-07-09
강원도,춘천시,사북면,운반급수,25,2019-07-10,2019-07-10
강원도,원주시,소초면,운반급수,20,2019-07-10,2019-07-10
인천광역시,강화군,불은면,운반급수,250,2019-07-15,2019-07-15
강원도,화천군,상서면,운반급수,100,2019-07-16,2020-07-16
강원도,춘천시,서면,운반급수,21,2019-07-18,2019-07-19
인천광역시,옹진군,덕적면,운반급수,31,2019-07-22,2019-07-25
강원도,원주시,소초면,운반급수,15,2019-07-23,2019-07-23
강원도,원주시,부론면,운반급수,40,2019-07-29,2019-07-29
강원도,원주시,신림면,운반급수,168,2019-07-30,2019-07-30
충청북도,충주시,동량면,운반급수,10,2019-07-31,2019-08-01
충청남도,천안시서북구,입장면,운반급수,10,2019-08-01,2019-08-30
충청남도,천안시동남구,병천면,운반급수,15,2019-08-01,2019-08-30
충청남도,천안시동남구,광덕면,운반급수,20,2019-08-01,2019-08-30
전라남도,화순군,이서면,운반급수,149,2019-08-02,2019-08-02
경상북도,의성군,금성면,운반급수,67,2019-08-03,2019-08-03
충청남도,천안시서북구,입장면,운반급수,0,2019-08-05,2019-08-05
충청북도,충주시,교현·안림동,운반급수,24,2019-08-05,2019-08-06
강원도,평창군,진부면,운반급수,50,2019-08-06,2019-08-16
경상북도,의성군,옥산면,운반급수,21,2019-08-06,2019-08-06
경상북도,의성군,춘산면,운반급수,44,2019-08-07,2019-08-07
인천광역시,옹진군,자월면,운반급수,177,2019-08-07,
전라남도,보성군,문덕면,운반급수,198,2019-08-09,2019-08-09
경상남도,밀양시,청도면,운반급수,24,2019-08-09,2019-08-09
강원도,원주시,귀래면,운반급수,54,2019-08-12,2019-08-12
전라남도,여수시,돌산읍,운반급수,270,2019-08-14,2019-08-21
충청남도,부여군,구룡면,운반급수,75,2019-08-16,2019-08-17
강원도,원주시,귀래면,운반급수,54,2019-08-28,2019-08-28
충청남도,천안시동남구,광덕면,운반급수,15,2019-09-02,2019-09-30
강원도,원주시,부론면,운반급수,50,2019-09-03,2019-09-03
강원도,원주시,소초면,운반급수,130,2019-09-03,2019-09-03
강원도,원주시,단구동,운반급수,50,2019-09-03,2019-09-03
전라북도,남원시,운봉읍,운반급수,200,2019-09-05,2019-09-05
전라북도,남원시,운봉읍,운반급수,200,2019-09-05,2019-09-05
강원도,원주시,호저면,운반급수,60,2019-09-09,2019-09-09
강원도,원주시,호저면,운반급수,33,2019-09-09,2019-09-09
경상남도,함양군,함양읍,운반급수,48,2019-09-12,2019-09-12
충청남도,부여군,외산면,운반급수,52,2019-09-12,2019-09-12
경기도,가평군,북면,운반급수,65,2019-09-13,2019-10-22
충청남도,천안시서북구,부성1동,운반급수,5,2019-10-10,2019-10-11
경상남도,함양군,수동면,운반급수,38,2019-10-18,
인천광역시,옹진군,덕적면,운반급수,81,2019-10-18,2019-10-18
강원도,원주시,행구동,운반급수,500,2019-10-25,2019-10-25
경상남도,함양군,서상면,운반급수,1783,2019-10-30,2019-10-30
경기도,광주시,곤지암읍,운반급수,53,2019-11-04,2019-12-17
강원도,춘천시,서면,운반급수,21,2019-11-07,2019-12-12
충청북도,제천시,봉양읍,운반급수,160,2019-11-08,2019-11-08
충청북도,제천시,봉양읍,운반급수,55,2019-11-14,2019-11-14
강원도,원주시,문막읍,운반급수,88,2019-11-18,2019-11-18
경상북도,문경시,영순면,운반급수,20,2019-11-20,2019-11-20
전라북도,남원시,주천면,운반급수,85,2019-12-09,2019-12-09
전라북도,남원시,주천면,운반급수,72,2019-12-09,2019-12-09
전라북도,남원시,주천면,운반급수,79,2019-12-09,2019-12-09
전라북도,남원시,주천면,운반급수,357,2019-12-09,2019-12-09
전라북도,남원시,주천면,운반급수,138,2019-12-09,2019-12-09
강원도,원주시,부론면,운반급수,29,2019-12-12,2019-12-12
강원도,춘천시,북산면,운반급수,48,2019-12-20,2019-12-21
강원도,춘천시,사북면,운반급수,95,2020-01-03,2020-04-27
인천광역시,옹진군,북도면,운반급수,171,2020-01-10,
강원도,홍천군,서면,운반급수,30,2020-01-13,
강원도,홍천군,화촌면,운반급수,40,2020-01-13,2020-01-13
강원도,화천군,간동면,운반급수,700,2020-01-14,2020-01-14
전라남도,여수시,화정면,제한운반,736,2020-01-15,2020-02-25
전라남도,진도군,조도면,운반급수,316,2020-01-20,2020-01-20
인천광역시,옹진군,덕적면,운반급수,54,2020-01-21,
경기도,광주시,남종면,운반급수,83,2020-02-03,2020-02-12
충청북도,충주시,교현·안림동,운반급수,55,2020-02-10,2020-07-31
충청북도,충주시,엄정면,운반급수,15,2020-02-11,2020-04-24
인천광역시,옹진군,덕적면,운반급수,30,2020-02-13,
강원도,인제군,남면,운반급수,0,2020-02-13,2020-02-13
강원도,원주시,단구동,운반급수,50,2020-02-24,2020-02-24
강원도,원주시,부론면,운반급수,29,2020-02-27,2020-02-27
전라남도,화순군,동복면,운반급수,200,2020-03-06,2020-10-30
강원도,춘천시,남산면,운반급수,18,2020-03-11,2020-03-16
충청남도,부여군,석성면,운반급수,6,2020-03-13,2020-03-13
충청북도,충주시,교현·안림동,운반급수,85,2020-03-19,2020-03-20
강원도,춘천시,서면,운반급수,21,2020-03-20,2020-04-09
강원도,원주시,호저면,운반급수,90,2020-03-23,2020-03-23
충청북도,충주시,앙성면,운반급수,80,2020-03-26,2020-04-17
전라남도,여수시,율촌면,운반급수,176,2020-03-30,2020-07-21
강원도,홍천군,동면,운반급수,1300,2020-03-31,2020-12-18
충청북도,충주시,소태면,운반급수,89,2020-04-14,2020-08-07
전라남도,여수시,삼산면,운반급수,35,2020-04-22,2020-04-22
강원도,횡성군,갑천면,제한운반,48,2020-04-27,2020-07-22
충청북도,충주시,앙성면,운반급수,12,2020-04-28,2020-04-28
충청남도,부여군,임천면,운반급수,12,2020-05-06,2020-05-06
강원도,화천군,사내면,운반급수,32,2020-05-07,2020-05-08
강원도,춘천시,서면,운반급수,21,2020-05-13,2020-06-16
전라남도,목포시,유달동,운반급수,100,2020-05-22,2020-12-14
강원도,원주시,지정면,운반급수,43,2020-06-01,2020-06-01
경기도,광주시,퇴촌면,운반급수,55,2020-06-04,2020-06-04
경상북도,의성군,의성읍,운반급수,130,2020-06-06,2020-06-06
강원도,원주시,문막읍,운반급수,88,2020-06-10,2020-06-16
강원도,원주시,신림면,운반급수,40,2020-06-10,2020-06-11
경상북도,안동시,길안면,운반급수,200,2020-06-11,
강원도,원주시,부론면,운반급수,50,2020-06-11,2020-06-11
강원도,춘천시,사북면,운반급수,52,2020-06-17,2020-06-17
강원도,화천군,간동면,운반급수,95,2020-06-20,2020-06-21
강원도,화천군,간동면,운반급수,700,2020-06-20,2020-06-20
강원도,춘천시,서면,운반급수,191,2020-06-22,2020-06-22
강원도,홍천군,남면,운반급수,47,2020-06-23,2020-06-23
강원도,홍천군,남면,운반급수,98,2020-06-23,2020-06-23
강원도,홍천군,동면,운반급수,143,2020-06-23,2020-06-23
강원도,원주시,소초면,운반급수,26,2020-06-26,2020-06-26
강원도,원주시,부론면,운반급수,50,2020-07-08,2020-07-08
경상북도,의성군,안평면,운반급수,166,2020-07-13,2020-07-13
강원도,화천군,간동면,운반급수,250,2020-07-14,2020-07-14
강원도,춘천시,서면,운반급수,88,2020-07-17,2020-07-17
충청북도,충주시,소태면,운반급수,759,2020-08-01,2020-08-02
강원도,원주시,신림면,운반급수,40,2020-08-04,2020-08-04
강원도,원주시,호저면,운반급수,57,2020-08-06,2020-08-06
강원도,춘천시,서면,운반급수,62,2020-08-07,2020-08-07
강원도,원주시,문막읍,운반급수,35,2020-08-14,2020-08-25
강원도,원주시,호저면,운반급수,57,2020-08-18,2020-08-18
강원도,화천군,하남면,운반급수,52,2020-08-20,2020-08-20
강원도,원주시,문막읍,운반급수,35,2020-08-25,2020-08-25
강원도,원주시,호저면,운반급수,57,2020-09-03,2020-09-03
강원도,원주시,신림면,운반급수,23,2020-09-10,2020-09-10
강원도,태백시,삼수동,운반급수,4,2020-09-12,2020-09-12
강원도,태백시,상장동,운반급수,40,2020-09-12,2020-09-28
강원도,태백시,삼수동,운반급수,4,2020-09-12,
강원도,원주시,호저면,운반급수,60,2020-09-22,2020-09-22
강원도,원주시,문막읍,운반급수,47,2020-09-28,2020-09-28
강원도,원주시,문막읍,운반급수,35,2020-09-28,2021-01-12
강원도,원주시,흥업면,운반급수,52,2020-09-29,2020-09-29
경상북도,의성군,옥산면,운반급수,21,2020-10-04,2020-10-04
강원도,춘천시,동산면,운반급수,1,2020-10-06,2020-10-12
전라남도,화순군,동복면,운반급수,134,2020-10-07,
강원도,춘천시,서면,운반급수,88,2020-10-19,2020-11-01
인천광역시,옹진군,북도면,운반급수,99,2020-10-26,
강원도,정선군,화암면,운반급수,15,2020-10-27,2020-10-27
강원도,춘천시,남산면,운반급수,18,2020-10-27,2020-11-14
경기도,광주시,곤지암읍,운반급수,50,2020-10-28,2020-12-31
강원도,화천군,간동면,운반급수,95,2020-11-04,2020-11-30
강원도,화천군,상서면,운반급수,35,2020-11-04,2020-11-04
경상남도,양산시,원동면,제한운반,158,2020-11-04,2020-11-05
전라남도,신안군,흑산면,운반급수,143,2020-11-09,2020-11-09
전라남도,화순군,화순읍,운반급수,45,2020-11-10,
강원도,춘천시,사북면,운반급수,58,2020-11-11,2020-11-13
강원도,정선군,신동읍,운반급수,10,2020-11-11,2021-01-26
인천광역시,옹진군,북도면,운반급수,331,2020-11-11,
강원도,정선군,신동읍,운반급수,20,2020-11-11,2021-03-10
강원도,정선군,화암면,운반급수,9,2020-11-15,2020-11-16
강원도,정선군,화암면,운반급수,102,2020-11-15,2021-01-10
인천광역시,옹진군,북도면,운반급수,115,2020-11-17,
강원도,삼척시,도계읍,운반급수,84,2020-11-17,2020-11-17
강원도,삼척시,도계읍,운반급수,15,2020-11-17,2020-11-17
강원도,삼척시,도계읍,운반급수,23,2020-11-17,2020-11-17
강원도,삼척시,도계읍,운반급수,13,2020-11-17,2020-11-17
강원도,삼척시,도계읍,운반급수,23,2020-11-17,2020-11-17
강원도,삼척시,도계읍,운반급수,43,2020-11-17,2020-11-17
강원도,삼척시,도계읍,운반급수,9,2020-11-17,2020-11-17
강원도,삼척시,도계읍,운반급수,48,2020-11-17,2020-11-17
강원도,삼척시,도계읍,운반급수,21,2020-11-17,2020-11-17
강원도,삼척시,도계읍,운반급수,18,2020-11-17,2020-11-17
전라남도,화순군,백아면,운반급수,50,2020-11-18,
경상남도,거제시,둔덕면,운반급수,90,2020-11-18,2021-12-03
전라남도,화순군,동면,운반급수,45,2020-11-24,
강원도,춘천시,동산면,운반급수,53,2020-11-25,2020-11-25
강원도,원주시,문막읍,운반급수,35,2020-11-26,2020-12-17
강원도,정선군,정선읍,운반급수,56,2020-11-30,2021-03-01
강원도,정선군,정선읍,운반급수,10,2020-12-01,2021-02-28
강원도,정선군,남면,운반급수,33,2020-12-02,2020-12-04
강원도,정선군,정선읍,운반급수,15,2020-12-02,2021-03-02
강원도,정선군,남면,운반급수,59,2020-12-03,2021-03-04
강원도,원주시,단구동,운반급수,50,2020-12-04,2020-12-04
강원도,원주시,단구동,운반급수,50,2020-12-17,2020-12-17
강원도,정선군,임계면,운반급수,75,2020-12-18,2021-01-27
강원도,원주시,호저면,운반급수,64,2020-12-24,2020-12-24
강원도,정선군,남면,운반급수,32,2020-12-24,2021-03-20
강원도,정선군,남면,운반급수,16,2020-12-25,2021-02-27
강원도,태백시,삼수동,운반급수,4,2020-12-25,2020-12-27
강원도,태백시,삼수동,운반급수,2,2020-12-25,2020-12-27
강원도,정선군,정선읍,운반급수,26,2020-12-27,2021-02-28
강원도,춘천시,사북면,운반급수,84,2020-12-30,2021-03-10
강원도,정선군,여량면,운반급수,50,2020-12-30,2021-02-25
강원도,춘천시,사북면,운반급수,95,2020-12-31,2021-01-29
